Date,Price,Open,High,Low,Vol.,Change %
2021-03-08,25.324,25.7,25.96,25.055,0.90K,-0.65%
2021-03-07,25.49,25.39,25.615,25.39,-,0.53%
2021-03-05,25.355,25.33,25.53,24.975,1.07K,-0.67%
2021-03-04,25.527,26.255,26.395,25.235,0.92K,-3.49%
2021-03-03,26.451,26.835,26.835,25.94,0.60K,-1.79%
2021-03-02,26.933,26.5,27.025,25.875,0.70K,0.77%
2021-03-01,26.728,26.855,27.1,26.595,0.94K,-0.39%
2021-02-28,26.832,26.668,26.84,26.63,-,1.26%
2021-02-26,26.498,27.58,27.58,26.35,0.62K,-4.45%
2021-02-25,27.733,28.08,28.31,27.4,0.48K,-0.82%
2021-02-24,27.963,27.835,28.03,27.515,0.26K,0.65%
2021-02-23,27.782,28.05,28.145,27.595,0.53K,-1.36%
2021-02-22,28.166,27.62,28.385,27.465,0.55K,2.51%
2021-02-21,27.477,27.308,27.63,27.308,-,0.57%
2021-02-19,27.321,26.25,27.7,26.25,0.57K,0.69%
2021-02-18,27.134,27.475,27.535,27.085,0.30K,-0.83%
2021-02-17,27.362,27.23,27.485,26.965,0.22K,-0.03%
2021-02-16,27.369,27.695,28.07,27.235,0.94K,-1.09%
2021-02-15,27.672,27.503,27.802,27.468,-,0.59%
2021-02-14,27.51,27.395,27.615,27.395,-,0.47%
2021-02-12,27.38,27.3,27.515,27.155,0.80K,0.97%
2021-02-11,27.118,26.925,27.4,26.925,1.00K,-0.06%
2021-02-10,27.134,27.53,27.55,27.025,0.93K,-1.14%
2021-02-09,27.448,27.515,27.735,27.265,0.98K,-0.56%
2021-02-08,27.602,27.325,27.7,27.0,0.91K,0.95%
2021-02-07,27.343,27.027,27.39,26.825,-,1.04%
2021-02-05,27.062,26.725,27.155,26.575,1.66K,2.79%
2021-02-04,26.327,26.54,26.78,26.145,0.71K,-2.43%
2021-02-03,26.982,27.04,27.135,26.915,0.88K,1.94%
2021-02-02,26.469,28.425,28.425,26.44,1.05K,-9.86%
2021-02-01,29.364,28.55,29.93,28.405,2.17K,1.89%
2021-01-31,28.82,27.055,29.223,27.055,-,6.59%
2021-01-29,27.037,26.725,27.83,26.43,0.98K,3.76%
2021-01-28,26.058,25.25,27.04,25.25,0.58K,2.00%
2021-01-27,25.548,25.325,25.555,25.0,0.15K,-0.60%
2021-01-26,25.701,25.57,25.645,25.57,0.14K,0.20%
2021-01-25,25.65,25.75,25.885,25.43,0.29K,0.14%
2021-01-24,25.615,25.497,25.68,25.455,-,-0.40%
2021-01-22,25.717,25.98,25.98,25.335,0.26K,-1.16%
2021-01-21,26.02,26.225,26.225,25.925,0.41K,0.34%
2021-01-20,25.933,25.62,26.105,25.62,0.37K,1.68%
2021-01-19,25.505,24.5,25.505,24.48,0.29K,1.84%
2021-01-18,25.045,24.25,25.2,24.25,-,3.27%
2021-01-17,24.253,24.812,24.89,24.22,-,-3.20%
2021-01-15,25.054,25.67,25.69,24.84,0.87K,-3.63%
2021-01-14,25.997,25.325,26.145,25.325,0.80K,0.89%
2021-01-13,25.768,25.825,25.825,25.53,0.76K,0.51%
2021-01-12,25.637,25.4,25.925,25.39,0.75K,0.62%
2021-01-11,25.478,25.625,25.625,24.575,0.96K,1.37%
2021-01-10,25.133,25.358,25.59,24.915,-,1.16%
2021-01-08,24.845,26.865,27.0,24.8,0.89K,-9.57%
2021-01-07,27.473,27.5,27.58,27.3,0.46K,0.74%
2021-01-06,27.27,28.155,28.155,27.145,0.61K,-2.14%
2021-01-05,27.867,27.645,27.95,27.645,0.75K,1.03%
2021-01-04,27.584,27.0,27.83,27.0,0.92K,2.13%
2021-01-03,27.008,26.56,27.085,26.552,-,1.82%
2021-01-01,26.525,26.525,26.525,26.525,-,-0.24%
2020-12-31,26.589,26.825,26.88,26.575,0.27K,-0.61%
2020-12-30,26.753,26.55,26.815,26.55,0.27K,1.38%
2020-12-29,26.388,26.375,26.715,26.3,0.16K,-1.18%
2020-12-28,26.704,26.5,26.925,26.5,0.14K,1.56%
2020-12-27,26.295,25.91,26.305,25.91,-,0.87%
2020-12-24,26.069,25.75,25.75,25.75,0.04K,-0.02%
2020-12-23,26.075,25.655,25.685,25.655,0.14K,1.51%
2020-12-22,25.688,26.05,26.335,25.68,0.35K,-3.13%
2020-12-21,26.519,26.265,27.175,25.56,0.14K,1.94%
2020-12-20,26.015,26.075,26.075,26.005,-,-0.59%
2020-12-18,26.169,26.07,26.23,26.07,0.09K,-0.60%
2020-12-17,26.327,26.3,26.325,26.3,0.09K,4.49%
2020-12-16,25.195,25.395,25.425,25.0,0.16K,1.69%
2020-12-15,24.777,24.33,24.74,24.33,0.05K,2.47%
2020-12-14,24.179,24.19,24.195,24.1,0.23K,0.44%
2020-12-13,24.073,24.062,24.165,24.038,-,-0.59%
2020-12-11,24.217,24.27,24.29,24.205,0.18K,-0.02%
2020-12-10,24.223,24.35,24.385,24.185,0.24K,0.37%
2020-12-09,24.133,24.55,24.55,24.1,0.24K,-3.00%
2020-12-08,24.88,25.02,25.035,24.805,0.20K,-0.39%
2020-12-07,24.977,24.34,25.11,24.165,0.19K,2.98%
2020-12-06,24.255,24.285,24.365,24.215,-,-0.73%
2020-12-04,24.434,24.615,24.645,24.615,0.09K,0.51%
2020-12-03,24.309,24.205,24.345,24.065,0.09K,0.21%
2020-12-02,24.259,24.36,24.535,24.04,0.18K,-0.10%
2020-12-01,24.283,23.735,24.29,23.735,0.21K,6.50%
2020-11-30,22.8,22.625,22.94,22.535,0.26K,0.29%
2020-11-29,22.735,22.78,22.785,22.727,-,-0.53%
2020-11-27,22.857,23.1,23.1,22.845,0.08K,-1.54%
2020-11-26,23.215,23.395,23.505,23.19,-,-1.90%
2020-11-25,23.665,23.685,23.785,23.685,0.12K,0.15%
2020-11-24,23.63,23.56,23.56,23.56,0.05K,-1.42%
2020-11-23,23.971,24.38,24.38,23.8,0.11K,-1.19%
2020-11-22,24.26,24.207,24.262,24.148,-,-1.76%
2020-11-20,24.694,24.8,24.88,24.775,0.22K,1.30%
2020-11-19,24.378,24.185,24.205,24.185,0.01K,-1.65%
2020-11-18,24.786,24.825,24.825,24.77,0.01K,-0.81%
2020-11-17,24.989,24.91,25.05,24.775,0.18K,-0.68%
2020-11-16,25.159,25.35,25.365,24.685,0.03K,1.55%
2020-11-15,24.775,24.738,24.83,24.725,-,-1.53%
2020-11-13,25.16,25.075,25.195,25.075,0.03K,1.90%
2020-11-12,24.692,24.755,24.755,24.625,0.20K,0.19%
2020-11-11,24.645,24.62,24.62,24.33,0.17K,-0.86%
2020-11-10,24.86,24.65,24.755,24.575,0.28K,3.16%
2020-11-09,24.099,25.245,25.245,24.07,0.25K,-7.51%
2020-11-08,26.055,25.71,26.13,25.71,-,-0.09%
2020-11-06,26.079,26.22,26.22,25.95,0.30K,1.89%
2020-11-05,25.596,24.39,25.215,24.39,0.40K,5.29%
2020-11-04,24.309,24.61,24.64,24.61,0.39K,-1.89%
2020-11-03,24.778,24.815,24.85,24.815,0.41K,1.09%
2020-11-02,24.511,24.64,24.64,24.5,0.36K,4.27%
2020-11-01,23.508,23.695,23.715,23.462,-,-2.38%
2020-10-30,24.08,23.825,24.21,23.825,0.06K,1.23%
2020-10-29,23.787,23.445,23.825,23.445,0.07K,0.09%
2020-10-28,23.766,24.275,24.275,24.275,0.03K,-4.86%
2020-10-27,24.979,24.92,24.93,24.92,0.00K,0.56%
2020-10-26,24.841,24.7,24.975,24.7,0.01K,1.29%
2020-10-25,24.525,24.672,24.74,24.247,-,-2.30%
2020-10-23,25.103,25.1,25.215,24.97,0.04K,-0.22%
2020-10-22,25.158,25.425,25.425,25.29,0.03K,-2.04%
2020-10-21,25.683,25.585,25.585,25.585,0.00K,0.97%
2020-10-20,25.437,25.005,25.42,24.835,0.16K,1.10%
2020-10-19,25.16,25.29,25.29,25.29,0.01K,3.42%
2020-10-18,24.328,24.315,24.365,24.262,-,-2.13%
2020-10-16,24.857,24.685,24.685,24.685,0.01K,0.75%
2020-10-15,24.671,24.315,24.315,24.315,0.04K,-0.88%
2020-10-14,24.889,24.66,25.02,24.595,0.00K,1.06%
2020-10-13,24.628,25.6,25.6,24.745,0.04K,-4.42%
2020-10-12,25.768,25.64,25.825,25.64,0.04K,1.64%
2020-10-11,25.352,25.317,25.457,25.2,-,-0.86%
2020-10-09,25.571,24.965,25.7,24.965,0.08K,5.23%
2020-10-08,24.299,24.575,24.625,24.575,0.04K,-0.28%
2020-10-07,24.368,24.055,24.17,24.05,0.07K,0.32%
2020-10-06,24.291,24.96,24.96,24.96,0.33K,-2.64%
2020-10-05,24.95,24.545,24.665,24.545,0.38K,3.83%
2020-10-04,24.03,23.895,24.065,23.83,-,-1.61%
2020-10-02,24.422,24.455,24.5,24.39,0.24K,-0.97%
2020-10-01,24.66,24.29,24.29,24.29,0.26K,3.10%
2020-09-30,23.919,24.135,24.54,23.775,0.14K,-3.66%
2020-09-29,24.827,24.32,24.87,24.32,0.02K,3.59%
2020-09-28,23.967,23.525,23.85,23.525,0.02K,3.84%
2020-09-27,23.08,23.038,23.188,22.995,-,-1.63%
2020-09-25,23.462,23.375,23.39,23.01,0.03K,-0.41%
2020-09-24,23.559,22.45,22.45,22.45,0.11K,0.18%
2020-09-23,23.517,24.65,24.65,23.175,0.03K,-5.79%
2020-09-22,24.962,25.085,25.085,25.085,0.08K,0.52%
2020-09-21,24.832,26.525,26.525,25.075,0.02K,-7.64%
2020-09-20,26.885,27.008,27.008,26.677,-,-2.56%
2020-09-18,27.591,27.41,27.675,27.41,0.01K,0.08%
2020-09-17,27.569,27.44,27.44,27.04,0.07K,-1.37%
2020-09-16,27.951,28.055,28.065,28.055,0.01K,-0.01%
2020-09-15,27.953,28.06,28.06,28.06,0.09K,0.34%
2020-09-14,27.858,27.43,27.76,27.43,0.01K,3.28%
2020-09-13,26.973,26.927,26.995,26.85,-,-1.41%
2020-09-11,27.359,27.44,27.6,27.44,0.01K,-1.57%
2020-09-10,27.796,27.51,27.51,27.51,0.03K,0.61%
2020-09-09,27.628,27.145,27.555,27.145,0.08K,0.22%
2020-09-08,27.568,27.72,27.725,27.72,0.01K,1.86%
2020-09-07,27.065,27.047,27.38,26.828,-,0.08%
2020-09-06,27.043,27.075,27.192,27.01,-,-0.90%
2020-09-04,27.289,27.0,27.42,27.0,0.31K,-0.74%
2020-09-03,27.492,27.93,27.93,27.35,0.25K,-2.02%
2020-09-02,28.06,28.75,28.75,28.095,0.27K,-3.72%
2020-09-01,29.145,29.53,29.535,29.53,0.21K,0.17%
2020-08-31,29.095,28.985,28.985,28.985,0.02K,3.08%
2020-08-30,28.227,27.812,28.462,27.812,-,-0.28%
2020-08-28,28.306,28.38,28.38,28.38,0.00K,2.01%
2020-08-27,27.749,27.99,27.99,27.33,0.04K,-1.39%
2020-08-26,28.141,27.215,27.215,27.215,0.01K,4.52%
2020-08-25,26.925,27.135,27.145,27.135,0.01K,-1.34%
2020-08-24,27.292,27.67,27.67,27.67,0.00K,2.37%
2020-08-23,26.66,26.78,26.9,26.54,-,-2.68%
2020-08-21,27.394,27.89,27.89,27.89,0.01K,-1.64%
2020-08-20,27.85,27.65,27.72,27.65,0.01K,-0.70%
2020-08-19,28.046,28.58,28.58,28.205,0.01K,-2.62%
2020-08-18,28.801,28.97,28.97,28.97,0.00K,1.55%
2020-08-17,28.361,27.675,28.26,27.675,0.18K,8.14%
2020-08-16,26.227,26.578,26.885,26.18,-,-2.09%
2020-08-14,26.787,28.38,28.38,26.54,0.02K,-5.85%
2020-08-13,28.451,26.96,28.2,26.96,0.21K,6.25%
2020-08-12,26.778,26.71,26.81,26.595,0.03K,-0.36%
2020-08-11,26.874,28.525,28.525,28.525,0.03K,-10.82%
2020-08-10,30.135,29.105,29.785,29.105,0.06K,6.67%
2020-08-09,28.25,28.355,28.565,27.962,-,-0.92%
2020-08-07,28.511,30.66,30.66,28.61,0.04K,-3.06%
2020-08-06,29.411,28.15,29.8,28.15,0.07K,5.58%
2020-08-05,27.857,27.97,28.14,27.615,0.02K,3.34%
2020-08-04,26.956,25.3,26.45,25.295,0.00K,6.42%
2020-08-03,25.329,25.225,25.37,25.22,0.01K,2.34%
2020-08-02,24.75,24.545,25.267,24.315,-,-1.56%
2020-07-31,25.142,24.635,25.185,24.635,0.03K,3.47%
2020-07-30,24.3,24.39,24.505,24.345,0.02K,-3.78%
2020-07-29,25.255,25.31,25.865,24.95,0.01K,0.26%
2020-07-28,25.189,26.805,26.805,24.405,0.01K,-0.74%
2020-07-27,25.378,24.515,25.29,24.515,0.05K,8.57%
2020-07-26,23.375,22.97,23.44,22.965,-,-1.34%
2020-07-24,23.692,23.585,23.84,23.575,0.06K,-0.51%
2020-07-23,23.814,23.64,23.665,23.635,0.02K,-0.51%
2020-07-22,23.935,22.9,23.425,22.9,0.02K,7.47%
2020-07-21,22.271,21.65,21.75,21.65,0.04K,6.58%
2020-07-20,20.897,20.76,20.76,20.76,0.00K,5.93%
2020-07-19,19.727,19.755,19.76,19.71,-,-3.61%
2020-07-17,20.465,20.45,20.45,20.405,0.02K,1.29%
2020-07-16,20.205,20.325,20.325,20.325,0.00K,-0.87%
2020-07-15,20.382,20.405,20.405,20.4,0.07K,1.33%
2020-07-14,20.114,20.1,20.145,19.9,0.07K,-1.50%
2020-07-13,20.42,20.51,20.51,20.51,0.01K,6.53%
2020-07-12,19.168,19.075,19.203,19.058,-,-2.77%
2020-07-10,19.714,19.77,19.77,19.71,0.01K,0.43%
2020-07-09,19.629,19.99,20.105,19.855,0.01K,-0.92%
2020-07-08,19.812,19.6,19.85,19.6,0.00K,2.30%
2020-07-07,19.367,19.245,19.39,19.245,0.31K,0.66%
2020-07-06,19.24,19.495,19.495,19.495,0.00K,4.95%
2020-07-05,18.332,18.335,18.363,18.3,-,0.09%
2020-07-03,18.315,18.25,18.345,18.223,-,-3.42%
2020-07-02,18.964,18.84,19.05,18.84,0.01K,0.73%
2020-07-01,18.826,19.1,19.1,18.775,0.02K,-1.59%
2020-06-30,19.131,18.5,19.105,18.5,0.00K,3.09%
2020-06-29,18.557,18.765,18.765,18.575,0.00K,3.07%
2020-06-28,18.005,17.878,18.098,17.878,-,-3.52%
2020-06-26,18.662,18.725,18.725,18.64,0.00K,0.58%
2020-06-25,18.555,18.555,18.555,18.555,0.00K,1.17%
2020-06-24,18.34,18.4,18.4,18.255,0.00K,-2.30%
2020-06-23,18.772,18.775,18.855,18.775,0.00K,0.84%
2020-06-22,18.615,18.675,18.9,18.675,0.02K,3.59%
2020-06-21,17.97,17.837,17.983,17.837,-,-3.25%
2020-06-19,18.573,18.64,18.64,18.64,0.02K,2.02%
2020-06-18,18.205,18.095,18.12,18.05,0.01K,-1.44%
2020-06-17,18.471,18.58,18.58,18.58,0.00K,0.82%
2020-06-16,18.321,18.335,18.35,18.17,0.01K,1.38%
2020-06-15,18.072,18.115,18.115,18.115,0.02K,2.77%
2020-06-14,17.585,17.562,17.617,17.51,-,-3.21%
2020-06-12,18.169,18.2,18.2,18.2,0.00K,-2.29%
2020-06-11,18.595,18.92,18.92,18.92,0.01K,0.54%
2020-06-10,18.495,18.555,18.555,18.555,0.01K,-0.23%
2020-06-09,18.537,18.525,18.61,18.47,0.00K,-0.76%
2020-06-08,18.679,18.35,18.61,18.35,0.15K,6.24%
2020-06-07,17.582,17.575,17.595,17.512,-,-3.53%
2020-06-05,18.226,18.0,18.0,18.0,0.00K,-2.54%
2020-06-04,18.701,18.545,18.645,18.545,0.02K,0.66%
2020-06-03,18.579,18.513,18.513,18.513,0.00K,-1.52%
2020-06-02,18.866,19.2,19.2,19.2,0.00K,-2.47%
2020-06-01,19.343,19.045,19.13,19.045,0.01K,3.53%
2020-05-31,18.683,18.47,18.755,18.47,-,-0.89%
2020-05-29,18.851,18.3,18.675,18.3,0.11K,2.87%
2020-05-28,18.325,18.285,18.3,18.285,0.02K,1.19%
2020-05-27,18.109,18.125,18.125,18.125,0.00K,0.93%
2020-05-26,17.943,17.877,17.877,17.877,0.00K,1.71%
2020-05-25,17.642,17.637,17.685,17.37,-,-0.02%
2020-05-24,17.645,17.675,17.703,17.617,-,-2.13%
2020-05-22,18.029,17.945,17.945,17.89,0.02K,2.08%
2020-05-21,17.662,17.905,17.905,17.74,0.00K,-3.51%
2020-05-20,18.305,18.35,18.35,18.35,0.00K,0.70%
2020-05-19,18.177,18.0,18.0,18.0,0.05K,2.30%
2020-05-18,17.768,17.65,18.12,17.65,0.01K,2.47%
2020-05-17,17.34,17.11,17.4,17.11,-,-0.12%
2020-05-15,17.361,17.17,17.32,17.17,0.03K,5.45%
2020-05-14,16.464,15.96,15.96,15.96,0.00K,2.79%
2020-05-13,16.017,15.93,15.93,15.93,0.01K,-0.41%
2020-05-12,16.083,16.02,16.02,16.02,35.61K,0.37%
2020-05-11,16.024,16.0,16.0,16.0,0.00K,1.07%
2020-05-10,15.855,15.79,15.87,15.75,-,-1.57%
2020-05-08,16.108,16.215,16.295,16.215,0.00K,1.18%
2020-05-07,15.92,15.857,15.857,15.857,0.00K,3.69%
2020-05-06,15.354,15.29,15.29,15.29,0.00K,-0.55%
2020-05-05,15.439,15.435,15.53,15.43,0.01K,2.00%
2020-05-04,15.137,15.105,15.13,15.035,0.04K,1.12%
2020-05-03,14.97,15.01,15.12,14.805,-,-2.23%
2020-05-01,15.312,15.265,15.265,15.265,0.00K,-0.12%
2020-04-30,15.331,15.405,15.405,15.405,0.01K,-1.82%
2020-04-29,15.615,15.88,16.08,15.88,0.00K,0.10%
2020-04-28,15.599,15.63,15.63,15.63,0.00K,0.44%
2020-04-27,15.53,15.665,15.665,15.665,0.00K,1.07%
